# Simulation 6 (Up to date)
# 13481 data points written for 4 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (110 ft/s)
#   Forward end of airframe is open (radius is > 0):  "Transition"
#
# Time (s),Longitudinal moment of inertia (kg·m²),Corrective moment coefficient (),Damping moment coefficient (​)
122.661,0.049,1.714e5,0.094
122.711,0.049,1.715e5,0.094
122.761,0.049,1.715e5,0.094
122.811,0.049,1.716e5,0.094
122.861,0.049,1.717e5,0.094
122.911,0.049,1.717e5,0.094
122.961,0.049,1.718e5,0.094
123.011,0.049,1.718e5,0.094
123.061,0.049,1.719e5,0.094
123.111,0.049,1.72e5,0.094
123.161,0.049,1.72e5,0.094
123.211,0.049,1.721e5,0.094
123.261,0.049,1.722e5,0.094
123.311,0.049,1.722e5,0.094
123.361,0.049,1.723e5,0.094
123.411,0.049,1.723e5,0.094
123.461,0.049,1.724e5,0.094
123.511,0.049,1.725e5,0.094
123.561,0.049,1.725e5,0.093
123.611,0.049,1.726e5,0.094
123.661,0.049,1.726e5,0.094
123.711,0.049,1.727e5,0.094
123.761,0.049,1.728e5,0.094
123.811,0.049,1.728e5,0.094
123.861,0.049,1.729e5,0.094
123.911,0.049,1.73e5,0.094
123.961,0.049,1.73e5,0.094
124.011,0.049,1.731e5,0.094
124.061,0.049,1.731e5,0.094
124.111,0.049,1.732e5,0.094
124.161,0.049,1.733e5,0.094
124.211,0.049,1.733e5,0.094
124.261,0.049,1.734e5,0.094
124.311,0.049,1.734e5,0.094
124.361,0.049,1.735e5,0.094
124.411,0.049,1.736e5,0.094
124.461,0.049,1.736e5,0.094
124.511,0.049,1.737e5,0.094
124.561,0.049,1.738e5,0.094
124.611,0.049,1.738e5,0.094
124.661,0.049,1.739e5,0.094
124.711,0.049,1.739e5,0.094
124.761,0.049,1.74e5,0.094
124.811,0.049,1.741e5,0.094
124.861,0.049,1.741e5,0.094
124.911,0.049,1.742e5,0.094
124.961,0.049,1.742e5,0.095
125.011,0.049,1.743e5,0.095
125.061,0.049,1.744e5,0.095
125.111,0.049,1.744e5,0.095
125.161,0.049,1.745e5,0.095
125.211,0.049,1.746e5,0.095
125.261,0.049,1.746e5,0.095
125.311,0.049,1.747e5,0.095
125.361,0.049,1.748e5,0.095
125.411,0.049,1.748e5,0.095
125.461,0.049,1.749e5,0.095
125.511,0.049,1.75e5,0.095
125.561,0.049,1.75e5,0.095
125.611,0.049,1.751e5,0.095
125.661,0.049,1.752e5,0.095
125.711,0.049,1.752e5,0.095
125.761,0.049,1.753e5,0.095
125.811,0.049,1.754e5,0.095
125.861,0.049,1.754e5,0.095
125.911,0.049,1.755e5,0.095
125.961,0.049,1.756e5,0.095
126.011,0.049,1.756e5,0.095
126.061,0.049,1.757e5,0.095
126.111,0.049,1.758e5,0.095
126.161,0.049,1.758e5,0.095
126.211,0.049,1.759e5,0.095
126.261,0.049,1.76e5,0.095
126.311,0.049,1.76e5,0.095
126.361,0.049,1.761e5,0.095
126.411,0.049,1.762e5,0.095
126.461,0.049,1.762e5,0.095
126.511,0.049,1.763e5,0.095
126.561,0.049,1.764e5,0.095
126.611,0.049,1.764e5,0.095
126.661,0.049,1.765e5,0.095
126.711,0.049,1.766e5,0.095
126.761,0.049,1.766e5,0.095
126.811,0.049,1.767e5,0.095
126.861,0.049,1.768e5,0.095
126.911,0.049,1.768e5,0.095
126.961,0.049,1.769e5,0.096
127.011,0.049,1.77e5,0.095
127.061,0.049,1.77e5,0.095
127.111,0.049,1.771e5,0.095
127.161,0.049,1.772e5,0.095
127.211,0.049,1.772e5,0.095
127.261,0.049,1.773e5,0.095
127.311,0.049,1.774e5,0.095
127.361,0.049,1.774e5,0.095
127.411,0.049,1.775e5,0.095
127.461,0.049,1.776e5,0.095
127.511,0.049,1.776e5,0.095
127.561,0.049,1.777e5,0.095
127.611,0.049,1.778e5,0.095
127.661,0.049,1.778e5,0.095
127.711,0.049,1.779e5,0.095
127.761,0.049,1.78e5,0.095
127.811,0.049,1.78e5,0.095
127.861,0.049,1.781e5,0.095
127.911,0.049,1.782e5,0.095
127.961,0.049,1.782e5,0.095
128.011,0.049,1.783e5,0.095
128.061,0.049,1.784e5,0.095
128.111,0.049,1.784e5,0.095
128.161,0.049,1.785e5,0.095
128.211,0.049,1.786e5,0.095
128.261,0.049,1.786e5,0.095
128.311,0.049,1.787e5,0.095
128.361,0.049,1.788e5,0.095
128.411,0.049,1.788e5,0.095
128.461,0.049,1.789e5,0.095
128.511,0.049,1.79e5,0.095
128.561,0.049,1.79e5,0.095
128.611,0.049,1.791e5,0.095
128.661,0.049,1.792e5,0.095
128.711,0.049,1.792e5,0.095
128.761,0.049,1.793e5,0.095
128.811,0.049,1.794e5,0.095
128.861,0.049,1.794e5,0.095
128.911,0.049,1.795e5,0.095
128.961,0.049,1.796e5,0.095
129.011,0.049,1.796e5,0.095
129.061,0.049,1.797e5,0.096
129.111,0.049,1.798e5,0.096
129.161,0.049,1.798e5,0.096
129.211,0.049,1.799e5,0.096
129.261,0.049,1.8e5,0.096
129.311,0.049,1.8e5,0.096
129.361,0.049,1.801e5,0.096
129.411,0.049,1.802e5,0.096
129.461,0.049,1.802e5,0.096
129.511,0.049,1.803e5,0.096
129.561,0.049,1.804e5,0.096
129.611,0.049,1.804e5,0.096
129.661,0.049,1.805e5,0.096
129.711,0.049,1.806e5,0.096
129.761,0.049,1.806e5,0.096
129.811,0.049,1.807e5,0.096
129.861,0.049,1.808e5,0.096
129.911,0.049,1.808e5,0.096
129.961,0.049,1.809e5,0.096
130.011,0.049,1.81e5,0.096
130.061,0.049,1.81e5,0.096
130.111,0.049,1.811e5,0.096
130.161,0.049,1.812e5,0.096
130.211,0.049,1.812e5,0.096
130.261,0.049,1.813e5,0.096
130.311,0.049,1.814e5,0.096
130.361,0.049,1.814e5,0.096
130.411,0.049,1.815e5,0.096
130.461,0.049,1.816e5,0.096
130.511,0.049,1.816e5,0.096
130.561,0.049,1.817e5,0.096
130.611,0.049,1.818e5,0.096
130.661,0.049,1.818e5,0.096
130.711,0.049,1.819e5,0.096
130.761,0.049,1.82e5,0.096
130.811,0.049,1.82e5,0.096
130.861,0.049,1.821e5,0.096
130.911,0.049,1.822e5,0.096
130.961,0.049,1.822e5,0.096
131.011,0.049,1.823e5,0.096
131.061,0.049,1.824e5,0.096
131.111,0.049,1.824e5,0.096
131.161,0.049,1.825e5,0.096
131.211,0.049,1.826e5,0.096
131.261,0.049,1.826e5,0.096
131.311,0.049,1.827e5,0.096
131.361,0.049,1.828e5,0.096
131.411,0.049,1.828e5,0.096
131.461,0.049,1.829e5,0.096
131.511,0.049,1.83e5,0.096
131.561,0.049,1.83e5,0.096
131.611,0.049,1.831e5,0.096
131.661,0.049,1.832e5,0.096
131.711,0.049,1.832e5,0.096
131.761,0.049,1.833e5,0.096
131.811,0.049,1.834e5,0.097
131.861,0.049,1.834e5,0.097
131.911,0.049,1.835e5,0.097
131.961,0.049,1.836e5,0.097
132.011,0.049,1.836e5,0.097
132.061,0.049,1.837e5,0.097
132.111,0.049,1.838e5,0.097
132.161,0.049,1.838e5,0.097
132.211,0.049,1.839e5,0.097
132.261,0.049,1.84e5,0.097
132.311,0.049,1.84e5,0.097
132.361,0.049,1.841e5,0.097
132.411,0.049,1.842e5,0.096
132.461,0.049,1.842e5,0.096
132.511,0.049,1.843e5,0.096
132.561,0.049,1.844e5,0.096
132.611,0.049,1.844e5,0.096
132.661,0.049,1.845e5,0.096
132.711,0.049,1.846e5,0.096
132.761,0.049,1.846e5,0.097
132.811,0.049,1.847e5,0.097
132.861,0.049,1.848e5,0.097
132.911,0.049,1.848e5,0.097
132.961,0.049,1.849e5,0.097
133.011,0.049,1.85e5,0.097
133.061,0.049,1.851e5,0.097
133.111,0.049,1.851e5,0.097
133.161,0.049,1.852e5,0.097
133.211,0.049,1.853e5,0.097
133.261,0.049,1.853e5,0.097
133.311,0.049,1.854e5,0.097
133.361,0.049,1.855e5,0.097
133.411,0.049,1.855e5,0.097
133.461,0.049,1.856e5,0.097
133.511,0.049,1.857e5,0.097
133.561,0.049,1.857e5,0.097
133.611,0.049,1.858e5,0.097
133.661,0.049,1.859e5,0.097
133.711,0.049,1.859e5,0.097
133.761,0.049,1.86e5,0.097
133.811,0.049,1.861e5,0.097
133.861,0.049,1.861e5,0.097
133.911,0.049,1.862e5,0.097
133.961,0.049,1.863e5,0.097
134.011,0.049,1.863e5,0.097
134.061,0.049,1.864e5,0.097
134.111,0.049,1.865e5,0.097
134.161,0.049,1.865e5,0.097
134.211,0.049,1.866e5,0.097
134.261,0.049,1.867e5,0.097
134.311,0.049,1.867e5,0.097
134.361,0.049,1.868e5,0.097
134.411,0.049,1.869e5,0.097
134.461,0.049,1.869e5,0.097
134.511,0.049,1.87e5,0.097
134.561,0.049,1.871e5,0.097
134.611,0.049,1.871e5,0.097
134.661,0.049,1.872e5,0.098
134.711,0.049,1.873e5,0.097
134.761,0.049,1.873e5,0.097
134.811,0.049,1.874e5,0.097
134.861,0.049,1.875e5,0.097
134.911,0.049,1.875e5,0.097
134.961,0.049,1.876e5,0.098
135.011,0.049,1.877e5,0.097
135.061,0.049,1.877e5,0.097
135.111,0.049,1.878e5,0.097
135.161,0.049,1.878e5,0.098
135.211,0.049,1.879e5,0.098
135.261,0.049,1.88e5,0.098
135.311,0.049,1.88e5,0.098
135.361,0.049,1.881e5,0.098
135.411,0.049,1.882e5,0.098
135.461,0.049,1.882e5,0.098
135.511,0.049,1.883e5,0.098
135.561,0.049,1.884e5,0.098
135.611,0.049,1.884e5,0.098
135.661,0.049,1.885e5,0.098
135.711,0.049,1.886e5,0.098
135.761,0.049,1.886e5,0.098
135.811,0.049,1.887e5,0.098
135.861,0.049,1.888e5,0.098
135.911,0.049,1.888e5,0.098
135.961,0.049,1.889e5,0.097
136.011,0.049,1.89e5,0.097
136.061,0.049,1.89e5,0.097
136.111,0.049,1.891e5,0.097
136.161,0.049,1.892e5,0.097
136.211,0.049,1.892e5,0.097
136.261,0.049,1.893e5,0.097
136.311,0.049,1.894e5,0.097
136.361,0.049,1.894e5,0.098
136.411,0.049,1.895e5,0.097
136.461,0.049,1.896e5,0.097
136.511,0.049,1.896e5,0.098
136.561,0.049,1.897e5,0.098
136.611,0.049,1.898e5,0.098
136.661,0.049,1.898e5,0.098
136.711,0.049,1.899e5,0.098
136.761,0.049,1.9e5,0.097
136.811,0.049,1.9e5,0.097
136.861,0.049,1.901e5,0.097
136.911,0.049,1.902e5,0.097
136.961,0.049,1.902e5,0.097
137.011,0.049,1.903e5,0.097
137.061,0.049,1.904e5,0.097
137.111,0.049,1.904e5,0.097
137.161,0.049,1.905e5,0.098
137.211,0.049,1.906e5,0.098
137.261,0.049,1.906e5,0.098
137.311,0.049,1.907e5,0.098
137.361,0.049,1.908e5,0.098
137.411,0.049,1.908e5,0.098
137.461,0.049,1.909e5,0.098
137.511,0.049,1.91e5,0.098
137.561,0.049,1.91e5,0.098
137.611,0.049,1.911e5,0.098
137.661,0.049,1.912e5,0.098
137.711,0.049,1.912e5,0.098
137.761,0.049,1.913e5,0.098
137.811,0.049,1.914e5,0.098
137.861,0.049,1.914e5,0.098
137.911,0.049,1.915e5,0.098
137.961,0.049,1.916e5,0.098
138.011,0.049,1.916e5,0.098
138.061,0.049,1.917e5,0.098
138.111,0.049,1.918e5,0.098
138.161,0.049,1.918e5,0.098
138.211,0.049,1.919e5,0.098
138.261,0.049,1.92e5,0.098
138.311,0.049,1.92e5,0.098
138.361,0.049,1.921e5,0.098
138.411,0.049,1.922e5,0.098
138.461,0.049,1.922e5,0.098
138.511,0.049,1.923e5,0.098
138.561,0.049,1.924e5,0.098
138.611,0.049,1.924e5,0.098
138.661,0.049,1.925e5,0.098
138.711,0.049,1.926e5,0.098
138.761,0.049,1.926e5,0.098
138.811,0.049,1.927e5,0.098
138.861,0.049,1.928e5,0.098
138.911,0.049,1.928e5,0.098
138.961,0.049,1.929e5,0.098
139.011,0.049,1.93e5,0.098
139.061,0.049,1.93e5,0.098
139.111,0.049,1.931e5,0.098
139.161,0.049,1.932e5,0.098
139.211,0.049,1.932e5,0.098
139.261,0.049,1.933e5,0.098
139.311,0.049,1.934e5,0.098
139.361,0.049,1.934e5,0.098
139.411,0.049,1.935e5,0.098
139.461,0.049,1.936e5,0.098
139.511,0.049,1.936e5,0.098
139.561,0.049,1.937e5,0.098
139.611,0.049,1.938e5,0.098
139.661,0.049,1.938e5,0.098
139.711,0.049,1.939e5,0.098
139.761,0.049,1.94e5,0.098
139.811,0.049,1.94e5,0.098
139.861,0.049,1.941e5,0.098
139.911,0.049,1.942e5,0.098
139.961,0.049,1.942e5,0.098
140.011,0.049,1.943e5,0.098
140.061,0.049,1.944e5,0.098
140.111,0.049,1.945e5,0.098
140.161,0.049,1.945e5,0.098
140.211,0.049,1.946e5,0.098
140.261,0.049,1.947e5,0.098
140.311,0.049,1.947e5,0.099
140.361,0.049,1.948e5,0.099
140.411,0.049,1.949e5,0.099
140.461,0.049,1.95e5,0.099
140.511,0.049,1.95e5,0.099
140.561,0.049,1.951e5,0.099
140.611,0.049,1.952e5,0.098
140.661,0.049,1.952e5,0.099
140.711,0.049,1.953e5,0.099
140.761,0.049,1.954e5,0.098
140.811,0.049,1.955e5,0.098
140.861,0.049,1.955e5,0.098
140.911,0.049,1.956e5,0.098
140.961,0.049,1.957e5,0.098
141.011,0.049,1.958e5,0.098
141.061,0.049,1.958e5,0.099
141.111,0.049,1.959e5,0.099
141.161,0.049,1.96e5,0.099
141.211,0.049,1.96e5,0.099
141.261,0.049,1.961e5,0.099
141.311,0.049,1.962e5,0.099
141.361,0.049,1.963e5,0.099
141.411,0.049,1.963e5,0.099
141.461,0.049,1.964e5,0.099
141.511,0.049,1.965e5,0.099
141.561,0.049,1.965e5,0.099
141.611,0.049,1.966e5,0.099
141.661,0.049,1.967e5,0.099
141.711,0.049,1.968e5,0.099
141.761,0.049,1.968e5,0.099
141.811,0.049,1.969e5,0.099
141.861,0.049,1.97e5,0.099
141.911,0.049,1.97e5,0.099
141.961,0.049,1.971e5,0.099
142.011,0.049,1.972e5,0.099
142.061,0.049,1.973e5,0.099
142.111,0.049,1.973e5,0.099
142.161,0.049,1.974e5,0.099
142.211,0.049,1.975e5,0.099
142.261,0.049,1.975e5,0.099
142.311,0.049,1.976e5,0.099
142.361,0.049,1.977e5,0.099
142.411,0.049,1.978e5,0.099
142.461,0.049,1.978e5,0.099
142.511,0.049,1.979e5,0.099
142.561,0.049,1.98e5,0.099
142.611,0.049,1.98e5,0.099
142.661,0.049,1.981e5,0.099
142.711,0.049,1.982e5,0.099
142.761,0.049,1.983e5,0.099
142.811,0.049,1.983e5,0.099
142.861,0.049,1.984e5,0.099
142.911,0.049,1.985e5,0.099
142.961,0.049,1.985e5,0.099
143.011,0.049,1.986e5,0.1
143.061,0.049,1.987e5,0.1
143.111,0.049,1.988e5,0.1
143.161,0.049,1.988e5,0.1
143.211,0.049,1.989e5,0.1
143.261,0.049,1.99e5,0.1
143.311,0.049,1.991e5,0.1
143.361,0.049,1.991e5,0.1
143.411,0.049,1.992e5,0.1
143.461,0.049,1.993e5,0.1
143.511,0.049,1.993e5,0.1
143.561,0.049,1.994e5,0.1
143.611,0.049,1.995e5,0.1
143.661,0.049,1.996e5,0.1
143.711,0.049,1.996e5,0.1
143.761,0.049,1.997e5,0.099
143.811,0.049,1.998e5,0.1
143.861,0.049,1.998e5,0.1
143.911,0.049,1.999e5,0.1
143.961,0.049,2e5,0.1
144.011,0.049,2.001e5,0.1
144.061,0.049,2.001e5,0.1
144.111,0.049,2.002e5,0.1
144.161,0.049,2.003e5,0.1
144.211,0.049,2.003e5,0.1
144.261,0.049,2.004e5,0.1
144.311,0.049,2.005e5,0.1
144.361,0.049,2.006e5,0.1
144.411,0.049,2.006e5,0.1
144.461,0.049,2.007e5,0.1
144.511,0.049,2.008e5,0.1
144.561,0.049,2.008e5,0.1
144.611,0.049,2.009e5,0.1
144.661,0.049,2.01e5,0.1
144.711,0.049,2.011e5,0.099
144.761,0.049,2.011e5,0.099
144.811,0.049,2.012e5,0.1
144.861,0.049,2.013e5,0.1
144.911,0.049,2.013e5,0.1
144.961,0.049,2.014e5,0.1
145.011,0.049,2.015e5,0.1
145.061,0.049,2.016e5,0.1
145.111,0.049,2.016e5,0.1
145.161,0.049,2.017e5,0.1
145.211,0.049,2.018e5,0.1
145.261,0.049,2.018e5,0.1
145.311,0.049,2.019e5,0.1
145.361,0.049,2.02e5,0.1
145.411,0.049,2.021e5,0.1
145.461,0.049,2.021e5,0.1
145.511,0.049,2.022e5,0.1
145.561,0.049,2.023e5,0.1
145.611,0.049,2.023e5,0.1
145.661,0.049,2.024e5,0.1
145.711,0.049,2.025e5,0.1
145.761,0.049,2.026e5,0.1
145.811,0.049,2.026e5,0.1
145.861,0.049,2.027e5,0.1
145.911,0.049,2.028e5,0.1
145.961,0.049,2.028e5,0.1
146.011,0.049,2.029e5,0.1
146.061,0.049,2.03e5,0.1
146.111,0.049,2.031e5,0.1
146.161,0.049,2.031e5,0.1
146.211,0.049,2.032e5,0.1
146.261,0.049,2.033e5,0.1
146.311,0.049,2.033e5,0.1
146.361,0.049,2.034e5,0.1
146.411,0.049,2.035e5,0.1
146.461,0.049,2.036e5,0.1
146.511,0.049,2.036e5,0.1
146.561,0.049,2.037e5,0.1
146.611,0.049,2.038e5,0.1
146.661,0.049,2.038e5,0.1
146.711,0.049,2.039e5,0.1
146.761,0.049,2.04e5,0.1
146.811,0.049,2.041e5,0.1
146.861,0.049,2.041e5,0.1
146.911,0.049,2.042e5,0.1
146.961,0.049,2.043e5,0.1
147.011,0.049,2.043e5,0.1
147.061,0.049,2.044e5,0.1
147.111,0.049,2.045e5,0.1
147.161,0.049,2.046e5,0.101
147.211,0.049,2.046e5,0.101
147.261,0.049,2.047e5,0.101
147.311,0.049,2.048e5,0.101
147.361,0.049,2.048e5,0.101
147.411,0.049,2.049e5,0.101
147.461,0.049,2.05e5,0.101
147.511,0.049,2.051e5,0.101
147.561,0.049,2.051e5,0.101
147.611,0.049,2.052e5,0.101
147.661,0.049,2.053e5,0.101
147.711,0.049,2.053e5,0.101
147.761,0.049,2.054e5,0.101
147.811,0.049,2.055e5,0.101
147.861,0.049,2.056e5,0.101
147.911,0.049,2.056e5,0.101
147.961,0.049,2.057e5,0.101
148.011,0.049,2.058e5,0.101
148.061,0.049,2.058e5,0.101
148.111,0.049,2.059e5,0.1
148.161,0.049,2.06e5,0.1
148.211,0.049,2.06e5,0.1
148.261,0.049,2.061e5,0.1
148.311,0.049,2.062e5,0.1
148.361,0.049,2.063e5,0.1
148.411,0.049,2.063e5,0.1
148.461,0.049,2.064e5,0.1
148.511,0.049,2.065e5,0.1
148.561,0.049,2.065e5,0.1
148.611,0.049,2.066e5,0.101
148.661,0.049,2.067e5,0.101
148.711,0.049,2.068e5,0.101
148.761,0.049,2.068e5,0.101
148.811,0.049,2.069e5,0.101
148.861,0.049,2.07e5,0.101
148.911,0.049,2.07e5,0.101
148.961,0.049,2.071e5,0.101
149.011,0.049,2.072e5,0.101
149.061,0.049,2.073e5,0.101
149.111,0.049,2.073e5,0.101
149.161,0.049,2.074e5,0.101
149.211,0.049,2.075e5,0.101
149.261,0.049,2.075e5,0.101
149.311,0.049,2.076e5,0.101
149.361,0.049,2.077e5,0.101
149.411,0.049,2.078e5,0.1
149.461,0.049,2.078e5,0.101
149.511,0.049,2.079e5,0.101
149.561,0.049,2.08e5,0.101
149.611,0.049,2.08e5,0.101
149.661,0.049,2.081e5,0.101
149.711,0.049,2.082e5,0.101
149.761,0.049,2.083e5,0.101
149.811,0.049,2.083e5,0.101
149.861,0.049,2.084e5,0.101
149.911,0.049,2.085e5,0.101
149.961,0.049,2.085e5,0.101
150.011,0.049,2.086e5,0.101
150.061,0.049,2.087e5,0.101
150.111,0.049,2.088e5,0.101
150.161,0.049,2.088e5,0.101
150.211,0.049,2.089e5,0.101
150.261,0.049,2.09e5,0.101
150.311,0.049,2.09e5,0.101
150.361,0.049,2.091e5,0.101
150.411,0.049,2.092e5,0.101
150.461,0.049,2.093e5,0.101
150.511,0.049,2.093e5,0.101
150.561,0.049,2.094e5,0.101
150.611,0.049,2.095e5,0.101
150.661,0.049,2.095e5,0.101
150.711,0.049,2.096e5,0.101
150.761,0.049,2.097e5,0.101
150.811,0.049,2.098e5,0.101
150.861,0.049,2.098e5,0.102
150.911,0.049,2.099e5,0.102
150.961,0.049,2.1e5,0.102
151.011,0.049,2.1e5,0.102
151.061,0.049,2.101e5,0.102
151.111,0.049,2.102e5,0.102
151.161,0.049,2.103e5,0.102
151.211,0.049,2.103e5,0.102
151.261,0.049,2.104e5,0.102
151.311,0.049,2.105e5,0.101
151.361,0.049,2.105e5,0.101
151.411,0.049,2.106e5,0.101
151.461,0.049,2.107e5,0.101
151.511,0.049,2.107e5,0.101
151.561,0.049,2.108e5,0.101
151.611,0.049,2.109e5,0.102
151.661,0.049,2.11e5,0.102
151.711,0.049,2.11e5,0.102
151.761,0.049,2.111e5,0.102
151.811,0.049,2.112e5,0.102
151.861,0.049,2.112e5,0.102
151.911,0.049,2.113e5,0.102
151.961,0.049,2.114e5,0.102
152.011,0.049,2.115e5,0.102
152.061,0.049,2.115e5,0.102
152.111,0.049,2.116e5,0.102
152.161,0.049,2.117e5,0.102
152.211,0.049,2.117e5,0.102
152.261,0.049,2.118e5,0.102
152.311,0.049,2.119e5,0.102
152.361,0.049,2.12e5,0.101
152.411,0.049,2.12e5,0.101
152.461,0.049,2.121e5,0.101
152.511,0.049,2.122e5,0.101
152.561,0.049,2.122e5,0.101
152.611,0.049,2.123e5,0.101
152.661,0.049,2.124e5,0.101
152.711,0.049,2.125e5,0.101
152.761,0.049,2.125e5,0.101
152.811,0.049,2.126e5,0.102
152.861,0.049,2.127e5,0.102
152.911,0.049,2.127e5,0.102
152.961,0.049,2.128e5,0.102
153.011,0.049,2.129e5,0.102
153.061,0.049,2.13e5,0.102
153.111,0.049,2.13e5,0.102
153.161,0.049,2.131e5,0.102
153.211,0.049,2.132e5,0.102
153.261,0.049,2.132e5,0.102
153.311,0.049,2.133e5,0.102
153.361,0.049,2.134e5,0.102
153.411,0.049,2.135e5,0.102
153.461,0.049,2.135e5,0.102
153.511,0.049,2.136e5,0.102
153.561,0.049,2.137e5,0.102
153.611,0.049,2.137e5,0.102
153.661,0.049,2.138e5,0.102
153.711,0.049,2.139e5,0.102
153.761,0.049,2.14e5,0.102
153.811,0.049,2.14e5,0.102
153.861,0.049,2.141e5,0.102
153.911,0.049,2.142e5,0.102
153.961,0.049,2.142e5,0.103
154.011,0.049,2.143e5,0.103
154.061,0.049,2.144e5,0.102
154.111,0.049,2.144e5,0.102
154.161,0.049,2.145e5,0.102
154.211,0.049,2.146e5,0.102
154.261,0.049,2.147e5,0.102
154.311,0.049,2.147e5,0.103
154.361,0.049,2.148e5,0.103
154.411,0.049,2.149e5,0.103
154.461,0.049,2.149e5,0.103
154.511,0.049,2.15e5,0.103
154.561,0.049,2.151e5,0.103
154.611,0.049,2.152e5,0.103
154.661,0.049,2.152e5,0.103
154.711,0.049,2.153e5,0.103
154.761,0.049,2.154e5,0.103
154.811,0.049,2.155e5,0.103
154.861,0.049,2.155e5,0.103
154.911,0.049,2.156e5,0.103
154.961,0.049,2.157e5,0.103
155.011,0.049,2.158e5,0.103
155.061,0.049,2.158e5,0.103
155.111,0.049,2.159e5,0.103
155.161,0.049,2.16e5,0.102
155.211,0.049,2.161e5,0.102
155.261,0.049,2.162e5,0.102
155.311,0.049,2.162e5,0.102
155.361,0.049,2.163e5,0.102
155.411,0.049,2.164e5,0.102
155.461,0.049,2.165e5,0.102
155.511,0.049,2.165e5,0.102
155.561,0.049,2.166e5,0.102
155.611,0.049,2.167e5,0.102
155.661,0.049,2.168e5,0.102
155.711,0.049,2.168e5,0.103
155.761,0.049,2.169e5,0.103
155.811,0.049,2.17e5,0.103
155.861,0.049,2.171e5,0.103
155.911,0.049,2.171e5,0.103
155.961,0.049,2.172e5,0.103
156.011,0.049,2.173e5,0.103
156.061,0.049,2.174e5,0.103
156.111,0.049,2.175e5,0.103
156.161,0.049,2.175e5,0.103
156.211,0.049,2.176e5,0.103
156.261,0.049,2.177e5,0.103
156.311,0.049,2.178e5,0.103
156.361,0.049,2.178e5,0.103
156.411,0.049,2.179e5,0.103
156.461,0.049,2.18e5,0.103
156.511,0.049,2.181e5,0.103
156.561,0.049,2.181e5,0.103
156.611,0.049,2.182e5,0.103
156.661,0.049,2.183e5,0.103
156.711,0.049,2.184e5,0.103
156.761,0.049,2.185e5,0.103
156.811,0.049,2.185e5,0.103
156.861,0.049,2.186e5,0.104
156.911,0.049,2.187e5,0.103
156.961,0.049,2.188e5,0.103
157.011,0.049,2.188e5,0.104
157.061,0.049,2.189e5,0.104
157.111,0.049,2.19e5,0.103
157.161,0.049,2.191e5,0.103
157.211,0.049,2.191e5,0.103
157.261,0.049,2.192e5,0.103
157.311,0.049,2.193e5,0.103
157.361,0.049,2.194e5,0.103
157.411,0.049,2.194e5,0.103
157.461,0.049,2.195e5,0.103
157.511,0.049,2.196e5,0.103
157.561,0.049,2.197e5,0.103
157.611,0.049,2.198e5,0.103
157.661,0.049,2.198e5,0.103
157.711,0.049,2.199e5,0.103
157.761,0.049,2.2e5,0.103
157.811,0.049,2.201e5,0.103
157.861,0.049,2.201e5,0.103
157.911,0.049,2.202e5,0.103
157.961,0.049,2.203e5,0.103
158.011,0.049,2.204e5,0.103
158.061,0.049,2.204e5,0.103
158.111,0.049,2.205e5,0.103
158.161,0.049,2.206e5,0.103
158.211,0.049,2.207e5,0.103
158.261,0.049,2.207e5,0.103
158.311,0.049,2.208e5,0.103
158.361,0.049,2.209e5,0.103
158.411,0.049,2.21e5,0.103
158.461,0.049,2.211e5,0.103
158.511,0.049,2.211e5,0.103
158.561,0.049,2.212e5,0.103
158.611,0.049,2.213e5,0.103
158.661,0.049,2.214e5,0.103
158.711,0.049,2.214e5,0.103
158.761,0.049,2.215e5,0.103
158.811,0.049,2.216e5,0.103
158.861,0.049,2.217e5,0.103
158.911,0.049,2.217e5,0.103
158.961,0.049,2.218e5,0.103
159.011,0.049,2.219e5,0.103
159.061,0.049,2.22e5,0.103
159.111,0.049,2.22e5,0.103
159.161,0.049,2.221e5,0.104
159.211,0.049,2.222e5,0.104
159.261,0.049,2.223e5,0.104
159.311,0.049,2.224e5,0.104
159.361,0.049,2.224e5,0.104
159.411,0.049,2.225e5,0.104
159.461,0.049,2.226e5,0.104
159.511,0.049,2.227e5,0.104
159.561,0.049,2.227e5,0.104
159.611,0.049,2.228e5,0.104
159.661,0.049,2.229e5,0.104
159.711,0.049,2.23e5,0.104
159.761,0.049,2.23e5,0.104
159.811,0.049,2.231e5,0.104
159.861,0.049,2.232e5,0.104
159.911,0.049,2.233e5,0.104
159.961,0.049,2.233e5,0.104
160.011,0.049,2.234e5,0.104
160.061,0.049,2.235e5,0.103
160.111,0.049,2.236e5,0.104
160.161,0.049,2.236e5,0.103
160.211,0.049,2.237e5,0.103
160.261,0.049,2.238e5,0.103
160.311,0.049,2.239e5,0.103
160.361,0.049,2.24e5,0.103
160.411,0.049,2.24e5,0.104
160.461,0.049,2.241e5,0.104
160.511,0.049,2.242e5,0.104
160.561,0.049,2.243e5,0.104
160.611,0.049,2.243e5,0.104
160.661,0.049,2.244e5,0.104
160.711,0.049,2.245e5,0.104
160.761,0.049,2.246e5,0.104
160.811,0.049,2.246e5,0.104
160.861,0.049,2.247e5,0.104
160.911,0.049,2.248e5,0.104
160.961,0.049,2.249e5,0.104
