# Simulation 6 (Up to date)
# 3268 data points written for 4 variables.
# Simulation warnings:
#   Listeners modified the flight simulation
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (538 ft/s)
#   Forward end of airframe is open (radius is > 0):  "Transition"
#
# Time (s),Longitudinal moment of inertia (kg·m²),Corrective moment coefficient (),Damping moment coefficient (​)
36.727,0.111,1.17e5,0.156
36.777,0.111,1.168e5,0.155
36.827,0.111,1.166e5,0.154
36.877,0.111,1.164e5,0.153
36.927,0.111,1.162e5,0.152
36.977,0.111,1.16e5,0.151
37.027,0.111,1.158e5,0.151
37.077,0.111,1.156e5,0.15
37.127,0.111,1.154e5,0.15
37.177,0.111,1.152e5,0.149
37.227,0.111,1.15e5,0.148
37.277,0.111,1.148e5,0.147
37.327,0.111,1.146e5,0.146
37.377,0.111,1.144e5,0.146
37.427,0.111,1.142e5,0.145
37.477,0.111,1.14e5,0.144
37.527,0.111,1.139e5,0.144
37.577,0.111,1.137e5,0.143
37.627,0.111,1.135e5,0.142
37.677,0.111,1.133e5,0.141
37.727,0.111,1.131e5,0.14
37.777,0.111,1.13e5,0.14
37.827,0.111,1.128e5,0.14
37.877,0.111,1.126e5,0.139
37.927,0.111,1.124e5,0.138
37.977,0.111,1.123e5,0.137
38.027,0.111,1.121e5,0.136
38.077,0.111,1.119e5,0.136
38.127,0.111,1.117e5,0.135
38.177,0.111,1.116e5,0.135
38.227,0.111,1.114e5,0.134
38.277,0.111,1.112e5,0.133
38.327,0.111,1.11e5,0.132
38.377,0.111,1.109e5,0.131
38.427,0.111,1.107e5,0.131
38.477,0.111,1.105e5,0.13
38.527,0.111,1.104e5,0.13
38.577,0.111,1.102e5,0.129
38.627,0.111,1.1e5,0.129
38.677,0.111,1.099e5,0.128
38.727,0.111,1.097e5,0.127
38.777,0.111,1.095e5,0.126
38.827,0.111,1.094e5,0.125
38.877,0.111,1.092e5,0.125
38.927,0.111,1.091e5,0.125
38.977,0.111,1.089e5,0.124
39.027,0.111,1.087e5,0.123
39.077,0.111,1.086e5,0.123
39.127,0.111,1.084e5,0.122
39.177,0.111,1.082e5,0.121
39.227,0.111,1.081e5,0.12
39.277,0.111,1.079e5,0.12
39.327,0.111,1.078e5,0.12
39.377,0.111,1.076e5,0.119
39.427,0.111,1.075e5,0.119
39.477,0.111,1.073e5,0.118
39.527,0.111,1.072e5,0.117
39.577,0.111,1.07e5,0.116
39.627,0.111,1.068e5,0.115
39.677,0.111,1.067e5,0.115
39.727,0.111,1.065e5,0.115
39.777,0.111,1.064e5,0.114
39.827,0.111,1.062e5,0.114
39.877,0.111,1.061e5,0.113
39.927,0.111,1.059e5,0.112
39.977,0.111,1.058e5,0.111
40.027,0.111,1.056e5,0.11
40.077,0.111,1.055e5,0.109
40.127,0.111,1.054e5,0.109
40.177,0.111,1.052e5,0.109
40.227,0.111,1.051e5,0.109
40.277,0.111,1.049e5,0.109
40.327,0.111,1.048e5,0.108
40.377,0.111,1.046e5,0.107
40.427,0.111,1.045e5,0.106
40.477,0.111,1.043e5,0.105
40.527,0.111,1.042e5,0.104
40.577,0.111,1.041e5,0.104
40.627,0.111,1.039e5,0.104
40.677,0.111,1.038e5,0.104
40.727,0.111,1.037e5,0.103
40.777,0.111,1.035e5,0.103
40.827,0.111,1.034e5,0.102
40.877,0.111,1.033e5,0.102
40.927,0.111,1.031e5,0.101
40.977,0.111,1.03e5,0.1
41.027,0.111,1.029e5,0.099
41.077,0.111,1.028e5,0.099
41.127,0.111,1.026e5,0.098
41.177,0.111,1.025e5,0.098
41.227,0.111,1.024e5,0.098
41.277,0.111,1.023e5,0.097
41.327,0.111,1.022e5,0.097
41.377,0.111,1.02e5,0.096
41.427,0.111,1.019e5,0.095
41.477,0.111,1.018e5,0.094
41.527,0.111,1.017e5,0.094
41.577,0.111,1.016e5,0.094
41.627,0.111,1.014e5,0.093
41.677,0.111,1.013e5,0.093
41.727,0.111,1.012e5,0.092
41.777,0.111,1.011e5,0.092
41.827,0.111,1.01e5,0.091
41.877,0.111,1.009e5,0.09
41.927,0.111,1.008e5,0.09
41.977,0.111,1.006e5,0.089
42.027,0.111,1.005e5,0.088
42.077,0.111,1.004e5,0.088
42.127,0.111,1.003e5,0.088
42.177,0.111,1.002e5,0.088
42.227,0.111,1.001e5,0.087
42.277,0.111,9.997e4,0.087
42.327,0.111,9.986e4,0.086
42.377,0.111,9.975e4,0.086
42.427,0.111,9.964e4,0.085
42.477,0.111,9.953e4,0.084
42.527,0.111,9.943e4,0.083
42.577,0.111,9.932e4,0.083
42.627,0.111,9.921e4,0.083
42.677,0.111,9.911e4,0.082
42.727,0.111,9.9e4,0.082
42.777,0.111,9.89e4,0.082
42.827,0.111,9.88e4,0.081
42.877,0.111,9.869e4,0.081
42.927,0.111,9.859e4,0.08
42.977,0.111,9.849e4,0.08
43.027,0.111,9.839e4,0.079
43.077,0.111,9.829e4,0.078
43.127,0.111,9.819e4,0.078
43.177,0.111,9.809e4,0.077
43.227,0.111,9.799e4,0.077
43.277,0.111,9.789e4,0.077
43.327,0.111,9.779e4,0.076
43.377,0.111,9.769e4,0.076
43.427,0.111,9.759e4,0.075
43.477,0.111,9.75e4,0.075
43.527,0.111,9.74e4,0.074
43.577,0.111,9.731e4,0.074
43.627,0.111,9.721e4,0.073
43.677,0.111,9.712e4,0.073
43.727,0.111,9.702e4,0.072
43.777,0.111,9.693e4,0.071
43.827,0.111,9.684e4,0.071
43.877,0.111,9.674e4,0.071
43.927,0.111,9.665e4,0.07
43.977,0.111,9.656e4,0.07
44.027,0.111,9.647e4,0.07
44.077,0.111,9.638e4,0.069
44.127,0.111,9.629e4,0.069
44.177,0.111,9.62e4,0.068
44.227,0.111,9.611e4,0.068
44.277,0.111,9.603e4,0.067
44.327,0.111,9.594e4,0.067
44.377,0.111,9.585e4,0.066
44.427,0.111,9.577e4,0.066
44.477,0.111,9.568e4,0.065
44.527,0.111,9.56e4,0.065
44.577,0.111,9.551e4,0.064
44.627,0.111,9.543e4,0.064
44.677,0.111,9.534e4,0.064
44.727,0.111,9.526e4,0.063
44.777,0.111,9.518e4,0.063
44.827,0.111,9.51e4,0.063
44.877,0.111,9.501e4,0.062
44.927,0.111,9.493e4,0.062
44.977,0.111,9.485e4,0.061
45.027,0.111,9.477e4,0.061
45.077,0.111,9.469e4,0.06
45.127,0.111,9.461e4,0.06
45.177,0.111,9.454e4,0.059
45.227,0.111,9.446e4,0.059
45.277,0.111,9.438e4,0.058
45.327,0.111,9.43e4,0.058
45.377,0.111,9.423e4,0.058
45.427,0.111,9.415e4,0.057
45.477,0.111,9.408e4,0.057
45.527,0.111,9.4e4,0.057
45.577,0.111,9.393e4,0.056
45.627,0.111,9.386e4,0.056
45.677,0.111,9.378e4,0.056
45.727,0.111,9.371e4,0.055
45.777,0.111,9.364e4,0.055
45.827,0.111,9.357e4,0.054
45.877,0.111,9.35e4,0.054
45.927,0.111,9.343e4,0.054
45.977,0.111,9.336e4,0.053
46.027,0.111,9.329e4,0.053
46.077,0.111,9.322e4,0.052
46.127,0.111,9.316e4,0.052
46.177,0.111,9.31e4,0.051
46.227,0.111,9.304e4,0.05
46.277,0.111,9.298e4,0.05
46.327,0.111,9.291e4,0.05
46.377,0.111,9.285e4,0.05
46.427,0.111,9.279e4,0.049
46.477,0.111,9.273e4,0.049
46.527,0.111,9.267e4,0.049
46.577,0.111,9.261e4,0.048
46.627,0.111,9.256e4,0.048
46.677,0.111,9.25e4,0.048
46.727,0.111,9.244e4,0.047
46.777,0.111,9.238e4,0.047
46.827,0.111,9.233e4,0.047
46.877,0.111,9.227e4,0.046
46.927,0.111,9.222e4,0.046
46.977,0.111,9.216e4,0.045
47.027,0.111,9.211e4,0.045
47.077,0.111,9.205e4,0.044
47.127,0.111,9.2e4,0.044
47.177,0.111,9.195e4,0.043
47.227,0.111,9.189e4,0.043
47.277,0.111,9.184e4,0.042
47.327,0.111,9.179e4,0.042
47.377,0.111,9.174e4,0.042
47.427,0.111,9.169e4,0.041
47.477,0.111,9.164e4,0.041
47.527,0.111,9.159e4,0.041
47.577,0.111,9.154e4,0.04
47.627,0.111,9.149e4,0.04
47.677,0.111,9.144e4,0.04
47.727,0.111,9.139e4,0.04
47.777,0.111,9.134e4,0.039
47.827,0.111,9.13e4,0.039
47.877,0.111,9.125e4,0.039
47.927,0.111,9.12e4,0.038
47.977,0.111,9.116e4,0.038
48.027,0.111,9.111e4,0.038
48.077,0.111,9.107e4,0.038
48.127,0.111,9.103e4,0.037
48.177,0.111,9.098e4,0.037
48.227,0.111,9.094e4,0.036
48.277,0.111,9.09e4,0.036
48.327,0.111,9.085e4,0.035
48.377,0.111,9.081e4,0.035
48.427,0.111,9.077e4,0.035
48.477,0.111,9.073e4,0.034
48.527,0.111,9.069e4,0.034
48.577,0.111,9.065e4,0.033
48.627,0.111,9.061e4,0.033
48.677,0.111,9.057e4,0.032
48.727,0.111,9.053e4,0.032
48.777,0.111,9.049e4,0.031
48.827,0.111,9.045e4,0.031
48.877,0.111,9.042e4,0.03
48.927,0.111,9.038e4,0.03
48.977,0.111,9.034e4,0.03
49.027,0.111,9.031e4,0.029
49.077,0.111,9.027e4,0.029
49.127,0.111,9.024e4,0.029
49.177,0.111,9.02e4,0.029
49.227,0.111,9.017e4,0.028
49.277,0.111,9.014e4,0.028
49.327,0.111,9.01e4,0.028
49.377,0.111,9.007e4,0.027
49.427,0.111,9.004e4,0.027
49.477,0.111,9.001e4,0.027
49.527,0.111,8.997e4,0.026
49.577,0.111,8.994e4,0.026
49.627,0.111,8.991e4,0.025
49.677,0.111,8.988e4,0.025
49.727,0.111,8.985e4,0.025
49.777,0.111,8.982e4,0.024
49.827,0.111,8.98e4,0.024
49.877,0.111,8.977e4,0.024
49.927,0.111,8.974e4,0.023
49.977,0.111,8.971e4,0.023
50.027,0.111,8.969e4,0.022
50.077,0.111,8.966e4,0.022
50.127,0.111,8.963e4,0.022
50.177,0.111,8.961e4,0.021
50.227,0.111,8.958e4,0.021
50.277,0.111,8.956e4,0.021
50.327,0.111,8.953e4,0.021
50.377,0.111,8.951e4,0.02
50.427,0.111,8.949e4,0.02
50.477,0.111,8.947e4,0.02
50.527,0.111,8.944e4,0.02
50.577,0.111,8.942e4,0.02
50.627,0.111,8.94e4,0.019
50.677,0.111,8.938e4,0.019
50.727,0.111,8.936e4,0.019
50.777,0.111,8.934e4,0.019
50.827,0.111,8.932e4,0.018
50.877,0.111,8.93e4,0.018
50.927,0.111,8.928e4,0.018
50.977,0.111,8.926e4,0.018
51.027,0.111,8.925e4,0.018
51.077,0.111,8.923e4,0.017
51.127,0.111,8.921e4,0.017
51.177,0.111,8.92e4,0.017
51.227,0.111,8.918e4,0.017
51.277,0.111,8.917e4,0.017
51.327,0.111,8.915e4,0.017
51.377,0.111,8.914e4,0.017
51.427,0.111,8.912e4,0.017
51.477,0.111,8.911e4,0.016
51.527,0.111,8.91e4,0.016
51.577,0.111,8.908e4,0.016
51.627,0.111,8.907e4,0.016
51.677,0.111,8.906e4,0.016
51.727,0.111,8.905e4,0.016
51.777,0.111,8.904e4,0.016
51.827,0.111,8.903e4,0.016
51.877,0.111,8.902e4,0.016
51.927,0.111,8.901e4,0.016
51.977,0.111,8.9e4,0.016
52.027,0.111,8.899e4,0.015
52.077,0.111,8.898e4,0.015
52.127,0.111,8.897e4,0.015
52.177,0.111,8.897e4,0.015
52.227,0.111,8.896e4,0.015
52.277,0.111,8.895e4,0.015
52.327,0.111,8.895e4,0.015
52.377,0.111,8.894e4,0.015
52.427,0.111,8.894e4,0.015
52.477,0.111,8.893e4,0.015
52.527,0.111,8.893e4,0.015
52.577,0.111,8.892e4,0.016
52.627,0.111,8.892e4,0.016
52.677,0.111,8.892e4,0.016
52.727,0.111,8.892e4,0.016
52.777,0.111,8.891e4,0.016
52.827,0.111,8.891e4,0.017
52.877,0.111,8.891e4,0.017
52.927,0.111,8.891e4,0.017
52.977,0.111,8.891e4,0.017
53.027,0.111,8.891e4,0.017
53.077,0.111,8.891e4,0.018
53.127,0.111,8.891e4,0.018
53.177,0.111,8.891e4,0.018
53.227,0.111,8.892e4,0.015
53.277,0.111,8.892e4,0.016
53.327,0.111,8.892e4,0.016
53.377,0.111,8.893e4,0.017
53.427,0.111,8.893e4,0.017
53.477,0.111,8.893e4,0.017
53.527,0.111,8.894e4,0.018
53.577,0.111,8.894e4,0.019
53.627,0.111,8.895e4,0.019
53.677,0.111,8.895e4,0.02
53.727,0.111,8.896e4,0.021
53.777,0.111,8.897e4,0.022
53.827,0.111,8.898e4,0.023
53.877,0.111,8.898e4,0.023
53.927,0.111,8.899e4,0.024
53.977,0.111,8.9e4,0.024
54.027,0.111,8.901e4,0.025
54.077,0.111,8.902e4,0.025
54.127,0.111,8.903e4,0.025
54.177,0.111,8.904e4,0.026
54.227,0.111,8.905e4,0.026
54.277,0.111,8.906e4,0.027
54.327,0.111,8.907e4,0.027
54.377,0.111,8.908e4,0.028
54.427,0.111,8.91e4,0.028
54.477,0.111,8.911e4,0.029
54.527,0.111,8.912e4,0.029
54.577,0.111,8.914e4,0.03
54.627,0.111,8.915e4,0.03
54.677,0.111,8.917e4,0.031
54.727,0.111,8.918e4,0.031
54.777,0.111,8.92e4,0.031
54.827,0.111,8.921e4,0.032
54.877,0.111,8.923e4,0.032
54.927,0.111,8.925e4,0.032
54.977,0.111,8.926e4,0.033
55.027,0.111,8.928e4,0.033
55.077,0.111,8.93e4,0.033
55.127,0.111,8.932e4,0.033
55.177,0.111,8.933e4,0.033
55.227,0.111,8.935e4,0.033
55.277,0.111,8.937e4,0.033
55.327,0.111,8.939e4,0.033
55.377,0.111,8.941e4,0.033
55.427,0.111,8.943e4,0.033
55.477,0.111,8.946e4,0.033
55.527,0.111,8.948e4,0.032
55.577,0.111,8.95e4,0.032
55.627,0.111,8.952e4,0.031
55.677,0.111,8.954e4,0.031
55.727,0.111,8.957e4,0.03
55.777,0.111,8.959e4,0.029
55.827,0.111,8.962e4,0.028
55.877,0.111,8.964e4,0.027
55.927,0.111,8.967e4,0.026
55.977,0.111,8.969e4,0.025
56.027,0.111,8.972e4,0.024
56.077,0.111,8.974e4,0.023
56.127,0.111,8.977e4,0.025
56.177,0.111,8.98e4,0.027
56.227,0.111,8.983e4,0.029
56.277,0.111,8.986e4,0.031
56.327,0.111,8.988e4,0.032
56.377,0.111,8.991e4,0.034
56.427,0.111,8.994e4,0.036
56.477,0.111,8.997e4,0.037
56.527,0.111,9e4,0.038
56.577,0.111,9.003e4,0.04
56.627,0.111,9.007e4,0.041
56.677,0.111,9.01e4,0.042
56.727,0.111,9.013e4,0.043
56.777,0.111,9.016e4,0.044
56.827,0.111,9.02e4,0.045
56.877,0.111,9.023e4,0.046
56.927,0.111,9.026e4,0.047
56.977,0.111,9.03e4,0.047
57.027,0.111,9.033e4,0.048
57.077,0.111,9.037e4,0.048
57.127,0.111,9.041e4,0.048
57.176,0.111,9.044e4,0.048
57.224,0.111,9.048e4,0.048
57.271,0.111,9.051e4,0.047
57.318,0.111,9.055e4,0.047
57.367,0.111,9.058e4,0.046
57.417,0.111,9.062e4,0.045
57.467,0.111,9.066e4,0.044
57.517,0.111,9.07e4,0.042
57.567,0.111,9.074e4,0.041
57.617,0.111,9.078e4,0.039
57.667,0.111,9.082e4,0.038
57.717,0.111,9.086e4,0.036
57.767,0.111,9.09e4,0.035
57.817,0.111,9.095e4,0.038
57.867,0.111,9.099e4,0.04
57.917,0.111,9.103e4,0.043
57.967,0.111,9.108e4,0.045
58.017,0.111,9.112e4,0.047
58.067,0.111,9.116e4,0.049
58.117,0.111,9.121e4,0.051
58.167,0.111,9.125e4,0.052
58.214,0.111,9.13e4,0.053
58.257,0.111,9.134e4,0.054
58.298,0.111,9.137e4,0.055
58.336,0.111,9.141e4,0.056
58.374,0.111,9.145e4,0.056
58.41,0.111,9.148e4,0.057
58.446,0.111,9.151e4,0.057
58.481,0.111,9.155e4,0.057
58.516,0.111,9.158e4,0.057
58.552,0.111,9.162e4,0.056
58.589,0.111,9.165e4,0.056
58.628,0.111,9.169e4,0.055
58.669,0.111,9.173e4,0.054
58.715,0.111,9.178e4,0.053
58.765,0.111,9.183e4,0.051
58.815,0.111,9.188e4,0.049
58.865,0.111,9.193e4,0.047
58.915,0.111,9.198e4,0.045
58.965,0.111,9.203e4,0.043
59.015,0.111,9.209e4,0.046
59.065,0.111,9.214e4,0.049
59.115,0.111,9.219e4,0.052
59.165,0.111,9.225e4,0.054
59.215,0.111,9.23e4,0.056
59.265,0.111,9.236e4,0.058
59.311,0.111,9.241e4,0.06
59.352,0.111,9.245e4,0.061
59.391,0.111,9.25e4,0.062
59.427,0.111,9.254e4,0.062
59.461,0.111,9.258e4,0.063
59.495,0.111,9.262e4,0.063
59.529,0.111,9.265e4,0.063
59.562,0.111,9.269e4,0.064
59.594,0.111,9.273e4,0.063
59.627,0.111,9.277e4,0.063
59.661,0.111,9.281e4,0.062
59.697,0.111,9.285e4,0.062
59.735,0.111,9.29e4,0.061
59.776,0.111,9.294e4,0.059
59.823,0.111,9.3e4,0.057
59.873,0.111,9.306e4,0.055
59.923,0.111,9.312e4,0.053
59.973,0.111,9.318e4,0.051
60.023,0.111,9.324e4,0.053
60.073,0.111,9.331e4,0.056
60.123,0.111,9.337e4,0.059
60.173,0.111,9.344e4,0.062
60.223,0.111,9.351e4,0.064
60.272,0.111,9.358e4,0.066
60.313,0.111,9.364e4,0.067
60.35,0.111,9.369e4,0.068
60.384,0.111,9.374e4,0.069
60.417,0.111,9.378e4,0.069
60.448,0.111,9.383e4,0.07
60.479,0.111,9.387e4,0.07
60.509,0.111,9.391e4,0.07
60.54,0.111,9.396e4,0.069
60.572,0.111,9.4e4,0.069
60.604,0.111,9.405e4,0.068
60.639,0.111,9.41e4,0.067
60.677,0.111,9.416e4,0.066
60.72,0.111,9.422e4,0.064
60.77,0.111,9.43e4,0.062
60.82,0.111,9.437e4,0.059
60.87,0.111,9.444e4,0.058
60.92,0.111,9.452e4,0.061
60.97,0.111,9.46e4,0.064
61.02,0.111,9.467e4,0.067
61.07,0.111,9.475e4,0.07
61.12,0.111,9.483e4,0.071
61.162,0.111,9.489e4,0.073
61.199,0.111,9.495e4,0.074
61.233,0.111,9.5e4,0.074
61.265,0.111,9.505e4,0.075
61.296,0.111,9.51e4,0.075
61.326,0.111,9.515e4,0.075
61.356,0.111,9.52e4,0.075
61.386,0.111,9.525e4,0.075
61.418,0.111,9.53e4,0.074
61.45,0.111,9.535e4,0.073
61.486,0.111,9.541e4,0.072
61.524,0.111,9.547e4,0.071
61.57,0.111,9.555e4,0.068
61.62,0.111,9.563e4,0.066
61.67,0.111,9.571e4,0.064
61.72,0.111,9.579e4,0.068
61.77,0.111,9.588e4,0.071
61.82,0.111,9.596e4,0.074
61.87,0.111,9.605e4,0.076
61.916,0.111,9.613e4,0.078
61.954,0.111,9.619e4,0.079
61.989,0.111,9.625e4,0.08
62.02,0.111,9.631e4,0.08
62.05,0.111,9.636e4,0.081
62.08,0.111,9.641e4,0.081
62.108,0.111,9.646e4,0.081
62.137,0.111,9.651e4,0.08
62.167,0.111,9.656e4,0.08
62.198,0.111,9.662e4,0.079
62.232,0.111,9.668e4,0.078
62.269,0.111,9.674e4,0.076
62.314,0.111,9.682e4,0.074
62.364,0.111,9.691e4,0.071
62.414,0.111,9.7e4,0.072
62.464,0.111,9.709e4,0.075
62.514,0.111,9.718e4,0.078
62.564,0.111,9.727e4,0.081
62.614,0.111,9.737e4,0.083
62.654,0.111,9.744e4,0.084
62.688,0.111,9.75e4,0.085
62.719,0.111,9.756e4,0.085
62.749,0.111,9.762e4,0.086
62.779,0.111,9.767e4,0.086
62.808,0.111,9.773e4,0.085
62.837,0.111,9.778e4,0.085
62.867,0.111,9.784e4,0.084
62.899,0.111,9.79e4,0.083
62.935,0.111,9.797e4,0.082
62.976,0.111,9.805e4,0.079
63.026,0.111,9.814e4,0.077
63.076,0.111,9.824e4,0.076
63.126,0.111,9.834e4,0.08
63.176,0.111,9.844e4,0.083
63.226,0.111,9.853e4,0.085
63.276,0.111,9.863e4,0.087
63.318,0.111,9.872e4,0.088
63.354,0.111,9.879e4,0.089
63.387,0.111,9.885e4,0.09
63.418,0.111,9.892e4,0.09
63.449,0.111,9.898e4,0.09
63.48,0.111,9.904e4,0.089
63.512,0.111,9.91e4,0.089
63.545,0.111,9.917e4,0.088
63.582,0.111,9.925e4,0.087
63.625,0.111,9.933e4,0.084
63.675,0.111,9.944e4,0.082
63.725,0.111,9.954e4,0.083
63.775,0.111,9.964e4,0.086
63.825,0.111,9.975e4,0.089
63.875,0.111,9.985e4,0.091
63.923,0.111,9.995e4,0.093
63.962,0.111,1e5,0.094
63.996,0.111,1.001e5,0.094
64.028,0.111,1.002e5,0.095
64.059,0.111,1.002e5,0.095
64.09,0.111,1.003e5,0.094
64.121,0.111,1.004e5,0.094
64.154,0.111,1.004e5,0.093
64.191,0.111,1.005e5,0.091
64.234,0.111,1.006e5,0.089
64.284,0.111,1.007e5,0.087
64.334,0.111,1.008e5,0.089
64.384,0.111,1.009e5,0.092
64.434,0.111,1.011e5,0.095
64.484,0.111,1.012e5,0.097
64.528,0.111,1.013e5,0.098
64.564,0.111,1.013e5,0.098
64.597,0.111,1.014e5,0.099
64.629,0.111,1.015e5,0.099
64.66,0.111,1.016e5,0.099
64.692,0.111,1.016e5,0.098
64.726,0.111,1.017e5,0.097
64.763,0.111,1.018e5,0.096
64.807,0.111,1.019e5,0.094
64.857,0.111,1.02e5,0.091
64.907,0.111,1.021e5,0.094
64.957,0.111,1.022e5,0.097
65.007,0.111,1.024e5,0.1
65.057,0.111,1.025e5,0.102
65.099,0.111,1.026e5,0.103
65.135,0.111,1.027e5,0.103
65.168,0.111,1.027e5,0.103
65.2,0.111,1.028e5,0.103
65.233,0.111,1.029e5,0.103
65.267,0.111,1.03e5,0.102
65.304,0.111,1.031e5,0.101
65.347,0.111,1.032e5,0.099
65.397,0.111,1.033e5,0.096
65.447,0.111,1.034e5,0.099
65.497,0.111,1.035e5,0.102
65.547,0.111,1.036e5,0.105
65.597,0.111,1.038e5,0.106
65.639,0.111,1.039e5,0.107
65.675,0.111,1.04e5,0.108
65.709,0.111,1.041e5,0.108
65.741,0.111,1.042e5,0.107
65.775,0.111,1.042e5,0.107
65.811,0.111,1.043e5,0.106
65.853,0.111,1.045e5,0.104
65.903,0.111,1.046e5,0.102
65.953,0.111,1.047e5,0.104
66.003,0.111,1.049e5,0.106
66.053,0.111,1.05e5,0.109
66.103,0.111,1.051e5,0.11
66.147,0.111,1.053e5,0.111
66.185,0.111,1.054e5,0.112
66.22,0.111,1.055e5,0.112
66.255,0.111,1.056e5,0.112
66.29,0.111,1.056e5,0.111
66.327,0.111,1.058e5,0.11
66.372,0.111,1.059e5,0.108
66.422,0.111,1.06e5,0.107
66.472,0.111,1.062e5,0.11
66.522,0.111,1.063e5,0.112
66.572,0.111,1.064e5,0.115
66.622,0.111,1.066e5,0.116
66.661,0.111,1.067e5,0.116
66.696,0.111,1.068e5,0.117
66.73,0.111,1.069e5,0.116
66.764,0.111,1.07e5,0.116
66.801,0.111,1.071e5,0.114
66.846,0.111,1.072e5,0.112
66.896,0.111,1.074e5,0.112
66.946,0.111,1.075e5,0.115
66.996,0.111,1.077e5,0.118
67.046,0.111,1.078e5,0.119
67.092,0.111,1.08e5,0.12
67.131,0.111,1.081e5,0.12
67.167,0.111,1.082e5,0.12
67.202,0.111,1.083e5,0.12
67.24,0.111,1.084e5,0.119
67.282,0.111,1.085e5,0.117
67.332,0.111,1.087e5,0.115
67.382,0.111,1.088e5,0.118
67.432,0.111,1.09e5,0.121
67.482,0.111,1.091e5,0.123
67.532,0.111,1.093e5,0.124
67.572,0.111,1.094e5,0.125
67.608,0.111,1.095e5,0.125
67.643,0.111,1.096e5,0.124
67.68,0.111,1.097e5,0.124
67.722,0.111,1.099e5,0.122
67.772,0.111,1.1e5,0.12
67.822,0.111,1.102e5,0.123
67.872,0.111,1.103e5,0.126
67.922,0.111,1.105e5,0.128
67.972,0.111,1.106e5,0.129
68.012,0.111,1.108e5,0.129
68.046,0.111,1.109e5,0.129
68.081,0.111,1.11e5,0.129
68.118,0.111,1.111e5,0.127
68.162,0.111,1.112e5,0.126
68.212,0.111,1.114e5,0.125
68.262,0.111,1.116e5,0.128
68.312,0.111,1.117e5,0.131
68.362,0.111,1.119e5,0.133
68.407,0.111,1.12e5,0.133
68.444,0.111,1.122e5,0.134
68.478,0.111,1.123e5,0.133
68.514,0.111,1.124e5,0.133
68.553,0.111,1.125e5,0.131
68.602,0.111,1.127e5,0.129
68.652,0.111,1.128e5,0.131
68.702,0.111,1.13e5,0.134
68.752,0.111,1.132e5,0.136
68.802,0.111,1.133e5,0.137
68.841,0.111,1.135e5,0.138
68.877,0.111,1.136e5,0.138
68.913,0.111,1.137e5,0.137
68.952,0.111,1.138e5,0.136
68.999,0.111,1.14e5,0.134
69.049,0.111,1.142e5,0.135
69.099,0.111,1.143e5,0.138
69.149,0.111,1.145e5,0.14
69.199,0.111,1.147e5,0.141
69.241,0.111,1.148e5,0.142
69.277,0.111,1.149e5,0.142
69.313,0.111,1.151e5,0.141
69.352,0.111,1.152e5,0.139
69.401,0.111,1.154e5,0.138
69.451,0.111,1.156e5,0.14
69.501,0.111,1.158e5,0.143
69.551,0.111,1.16e5,0.145
69.601,0.111,1.162e5,0.145
69.642,0.111,1.163e5,0.146
69.681,0.111,1.165e5,0.145
69.721,0.111,1.166e5,0.144
69.767,0.111,1.168e5,0.142
69.817,0.111,1.17e5,0.144
69.867,0.111,1.172e5,0.146
69.917,0.111,1.174e5,0.148
69.967,0.111,1.176e5,0.149
70.012,0.111,1.177e5,0.15
70.052,0.111,1.179e5,0.149
70.094,0.111,1.18e5,0.148
70.142,0.111,1.182e5,0.147
70.192,0.111,1.184e5,0.148
70.242,0.111,1.186e5,0.151
70.292,0.111,1.188e5,0.153
70.342,0.111,1.19e5,0.153
70.386,0.111,1.192e5,0.154
70.428,0.111,1.194e5,0.153
70.473,0.111,1.195e5,0.152
70.523,0.111,1.197e5,0.151
70.573,0.111,1.199e5,0.153
70.623,0.111,1.202e5,0.155
70.673,0.111,1.204e5,0.157
70.723,0.111,1.206e5,0.158
70.767,0.111,1.207e5,0.158
70.809,0.111,1.209e5,0.157
70.855,0.111,1.211e5,0.156
70.905,0.111,1.213e5,0.156
70.955,0.111,1.215e5,0.159
71.005,0.111,1.217e5,0.161
71.055,0.111,1.219e5,0.162
71.101,0.111,1.221e5,0.162
71.144,0.111,1.223e5,0.162
71.186,0.111,1.225e5,0.161
71.236,0.111,1.227e5,0.159
71.286,0.111,1.229e5,0.162
71.336,0.111,1.231e5,0.165
71.386,0.111,1.233e5,0.166
71.435,0.111,1.235e5,0.167
71.474,0.111,1.237e5,0.167
71.512,0.111,1.238e5,0.166
71.556,0.111,1.24e5,0.164
71.606,0.111,1.242e5,0.165
71.656,0.111,1.244e5,0.168
71.706,0.111,1.247e5,0.17
71.756,0.111,1.249e5,0.171
71.796,0.111,1.25e5,0.171
71.833,0.111,1.252e5,0.17
71.875,0.111,1.254e5,0.169
71.925,0.111,1.256e5,0.168
71.975,0.111,1.258e5,0.171
72.025,0.111,1.26e5,0.173
72.075,0.111,1.263e5,0.175
72.12,0.111,1.264e5,0.175
72.159,0.111,1.266e5,0.174
72.202,0.111,1.268e5,0.173
72.252,0.111,1.27e5,0.172
72.302,0.111,1.272e5,0.175
72.352,0.111,1.275e5,0.177
72.402,0.111,1.277e5,0.178
72.451,0.111,1.279e5,0.179
72.493,0.111,1.281e5,0.178
72.54,0.111,1.284e5,0.177
